"index"	"country"	"country_code"	"age"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"
3157	"Netherlands"	528	" 45"	0.003235551	0.002861358	0.002603792	0.002488762	0.002360122	0.001989985	0.002000866	0.001868374	0.001883135	0.001952091	0.001885231	0.001622904	0.00149444	0.001388255	0.001293543	0.001202438	0.001120622	0.001044706	0.000976523	0.000916013
3158	"Netherlands"	528	" 50"	0.004992004	0.004510426	0.004147753	0.003980315	0.003791084	0.003231553	0.003155916	0.002969416	0.002873063	0.002936754	0.002850236	0.002494424	0.002319513	0.002172471	0.002039178	0.001912113	0.001796542	0.00168779	0.001591687	0.001503247
3159	"Netherlands"	528	" 55"	0.007740995	0.007091295	0.006580212	0.006342905	0.006070854	0.005239013	0.004788	0.004621254	0.004500489	0.004410927	0.004144813	0.003712587	0.003497719	0.003314249	0.003145552	0.002983101	0.002834188	0.002693476	0.002565018	0.002445212
3160	"Netherlands"	528	" 60"	0.013034611	0.012132826	0.011320118	0.010928721	0.010480211	0.009083977	0.007944016	0.007713898	0.00761145	0.007320347	0.006812026	0.006169028	0.005846026	0.005565951	0.005308371	0.005058908	0.00483189	0.004614152	0.004411556	0.004223268
3161	"Netherlands"	528	" 65"	0.023089553	0.021810808	0.020354795	0.019614735	0.018784778	0.016212292	0.01425181	0.013803017	0.013588563	0.013116954	0.012335318	0.011115371	0.0105088	0.009977073	0.009492688	0.009027472	0.008607499	0.008204742	0.007828257	0.007480572
3162	"Netherlands"	528	" 70"	0.04050191	0.038833032	0.036277517	0.034911401	0.033405196	0.02873987	0.025417457	0.024561456	0.024127554	0.023377703	0.022222768	0.019935518	0.018808457	0.01781053	0.016909012	0.016049542	0.015279224	0.014540422	0.013846765	0.013209785
3163	"Netherlands"	528	" 75"	0.069877487	0.068006521	0.063676252	0.061247933	0.058600527	0.050357292	0.044865861	0.04328312	0.042436321	0.041275971	0.039674645	0.035464986	0.033405776	0.031564885	0.029913352	0.028348575	0.026954765	0.025617227	0.02435577	0.023202925
3164	"Netherlands"	528	" 80"	0.117366328	0.115902009	0.108976209	0.104909249	0.100490087	0.086526378	0.07782228	0.075029189	0.073448983	0.071722644	0.069734933	0.062213424	0.058552352	0.05524687	0.052296459	0.049513831	0.047047198	0.04467671	0.042429752	0.040383648
3165	"Netherlands"	528	" 85"	0.189287621	0.189461016	0.179322059	0.173096963	0.166280546	0.144110324	0.131220225	0.126630488	0.123854318	0.121423218	0.119454408	0.106626943	0.100393988	0.094704485	0.089639227	0.084873356	0.08066139	0.076601763	0.072729663	0.06921042
3166	"Netherlands"	528	" 90"	0.288719132	0.292280062	0.279167132	0.27076986	0.261360917	0.22922743	0.212051139	0.205270307	0.200768975	0.197573959	0.196678649	0.17624463	0.166297044	0.157102755	0.148913062	0.141204416	0.134396915	0.127803016	0.121462744	0.115698171
3167	"Netherlands"	528	" 95"	0.411171187	0.419731733	0.405315516	0.395731718	0.384480615	0.342980175	0.323500187	0.314912165	0.308292264	0.304374531	0.30651005	0.276727098	0.262164714	0.248522094	0.236327649	0.224813765	0.214632864	0.204701073	0.195053339	0.186256072
3168	"Netherlands"	528	"100+"	0.701693682	0.708800173	0.685411888	0.669977597	0.655181949	0.612988225	0.619629963	0.61634564	0.605782416	0.598725766	0.613628593	0.576071082	0.55925484	0.544520516	0.53203053	0.52077931	0.51129091	0.502394434	0.494041273	0.486638893
